"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT"
"TID_SAN_MARINO","San Marino","San Marino","San Marino","San Marino","San Marino","San Marino","San Marino","San Marino","サンマリノ","산 마리노","Сан-Марино","سان مارينو","San Marino","圣马力诺","聖馬利諾"
"TID_SAO_TOME_AND_PRINCIPE","São Tomé and Príncipe","Sao Tomé-et-Principe","São Tomé und Príncipe","Santo Tomé y Príncipe","São Tomé e Príncipe","São Tomé en Principe","São Tomé og Príncipe","São Tomé ve Príncipe","サントメ・プリンシペ","상투메 프린시페","Сан-Томе и Принсипи","ساو تومي وبرينسيبي","São Tomé e Príncipe","圣多美和普林西比","聖多美普林西比"
"TID_SAUDI_ARABIA","Saudi Arabia","Arabie saoudite","Saudi-Arabien","Arabia Saudí","Arabia Saudita","Saudi-Arabië","Saudi-Arabia","Suudi Arabistan","サウジアラビア","사우디 아라비아","Саудовская Аравия","المملكة العربية السعودية","Arábia Saudita","沙特阿拉伯","沙烏地阿拉伯"
"TID_SENEGAL","Senegal","Sénégal","Senegal","Senegal","Senegal","Senegal","Senegal","Senegal","セネガル","세네갈","Сенегал","السنغال","Senegal","塞内加尔","塞內加爾"
"TID_SERBIA","Serbia","Serbie","Serbien","Serbia","Serbia","Servië","Serbia","Sırbistan","セルビア","세르비아","Сербия","صربيا","Sérvia","塞尔维亚","塞爾維亞"
"TID_SEYCHELLES","Seychelles","Seychelles","Seychellen","Seychelles","Seychelles","Seychellen","Seychellene","Seyşeller","セイシェル","세이셸","Сейшелы","سيشيل","Ilhas Seychelles","塞舌尔","塞席爾"
"TID_SIERRA_LEONE","Sierra Leone","Sierra Leone","Sierra Leone","Sierra Leona","Sierra Leone","Sierra Leone","Sierra Leone","Sierra Leone","シエラレオネ","시에라리온","Сьерра-Леоне","سيراليون","Serra Leoa","塞拉利昂","獅子山共和國"
"TID_SINGAPORE","Singapore","Singapour","Singapur","Singapur","Singapore","Singapore","Singapore","Singapur","シンガポール","싱가포르","Сингапур","سنغافورة","Cingapura","新加坡","新加坡"
"TID_SINT_MAARTEN","Sint Maarten","Saint-Martin","Sint Maarten","Sint Maarten","Sint Maarten","Sint-Maarten","Sint Maarten","Sint Maarten","セント・マーチン島","세인트 마틴","Синт-Мартен","سانت مارتن","São Martim","荷属圣马丁","荷屬聖馬丁"
"TID_SLOVAKIA","Slovakia","Slovaquie","Slowakei","Eslovaquia","Slovacchia","Slowakije","Slovakia","Slovakya","スロバキア","슬로바키아","Словакия","سلوفاكيا","Eslováquia","斯洛伐克","斯洛伐克"
"TID_SLOVENIA","Slovenia","Slovénie","Slowenien","Eslovenia","Slovenia","Slovenië","Slovenia","Slovenya","スロベニア","슬로베니아","Словения","سلوفينيا","Eslovênia","斯洛文尼亚","斯洛維尼亞"
"TID_SOLOMON_ISLANDS","Solomon Islands","Îles Salomon","Salomonen","Islas Salomón","Isole Solomon","Salomonseilanden","Salomonøyene","Solomon Adaları","ソロモン諸島","솔로몬 제도","Соломоновы Острова","جزر سليمان","Ilhas Salomão","所罗门群岛","索羅門群島"
"TID_SOMALIA","Somalia","Somalie","Somalia","Somalia","Somalia","Somalië","Somalia","Somali","ソマリア","소말리아","Сомали","الصومال","Somália","索马里","索馬利亞"
"TID_SOUTH_AFRICA","South Africa","Afrique du Sud","Südafrika","Sudáfrica","Sudafrica","Zuid-Afrika","Sør-Afrika","Güney Afrika","南アフリカ","남아프리카","Южная Африка","جنوب أفريقيا","África do Sul","南非","南非"
"TID_SOUTH_KOREA","South Korea","Corée du Sud","Südkorea","Corea del Sur","Corea del Sud","Zuid-Korea","Sør-Korea","Güney Kore","韓国","대한민국","Южная Корея","كوريا الجنوبية","Coreia do Sul","韩国","南韓"
"TID_SOUTH_SUDAN","South Sudan","Soudan du Sud","Südsudan","Sudán del Sur","Sudan del Sud","Zuid-Sudan","Sør-Sudan","Güney Sudan","南スーダン","남수단","Южный Судан","جنوب السودان","Sudão do Sul","南苏丹","南蘇丹"
"TID_SPAIN","Spain","Espagne","Spanien","España","Spagna","Spanje","Spania","İspanya","スペイン","스페인","Испания","إسبانيا","Espanha","西班牙","西班牙"
"TID_SRI_LANKA","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","スリランカ","스리랑카","Шри-Ланка","سيريلانكا","Sri Lanka","斯里兰卡","斯里蘭卡"
"TID_ST_VINCENT_GRENADINES","St. Vincent & Grenadines","Saint-Vincent-et-les-Grenadines","St. Vincent und die Grenadinen","San Vicente y las Granadinas","Saint Vincent e Grenadine","Saint Vincent en de Grenadines","Saint Vincent og Grenadinene","St. Vincent ve Grenadines","セントビンセント・グレナディーン","세인트빈센트 그레나딘","Сент-Винсент и Гренадины","سانت فنسنت وغرينادين","São Vicente e Granadinas","圣文森特和格林纳丁斯","聖文森及格瑞那丁"
"TID_SUDAN","Sudan","Soudan","Sudan","Sudán","Sudan","Sudan","Sudan","Sudan","スーダン","수단","Судан","السودان","Sudão","苏丹","蘇丹"
"TID_SURINAME","Suriname","Suriname","Suriname","Surinam","Suriname","Suriname","Surinam","Surinam","スリナム","수리남","Суринам","سورينام","Suriname","苏里南","蘇利南"
"TID_SVALBARD_AND_JAN_MAYEN","Svalbard and Jan Mayen","Svalbard et Jan Mayen","Svalbard und Jan Mayen","Svalbard y Jan Mayen","Svalbard e Jan Mayen","Svalbard en Jan Mayen","Svalbard og Jan Mayen","Svalbard ve Jan Mayen","スヴァルバル諸島およびヤンマイエン島","스발바르 얀마옌","Шпицберген и Ян-Майен","سفالبارد وجان مايان","Svalbard e Jan Mayen","斯瓦尔巴和扬马延","斯瓦巴和揚馬延"
"TID_SWAZILAND","Swaziland","Swaziland","Swasiland","Suazilandia","Swaziland","Swaziland","Swaziland","Svaziland","スワジランド","스와질란드","Свазиленд","سوازيلاند","Suazilândia","斯威士兰","史瓦濟蘭"
"TID_SWEDEN","Sweden","Suède","Schweden","Suecia","Svezia","Zweden","Sverige","İsveç","スウェーデン","스웨덴","Швеция","السويد","Suécia","瑞典","瑞典"
"TID_SWITZERLAND","Switzerland","Suisse","Schweiz","Suiza","Svizzera","Zwitserland","Sveits","İsviçre","スイス","스위스","Швейцария","سويسرا","Suíça","瑞士","瑞士"
"TID_SYRIA","Syria","Syrie","Syrien","Siria","Siria","Syrië","Syria","Suriye","シリア","시리아","Сирия","سوريا","Síria","叙利亚","敘利亞"
"TID_TAIWAN","Taiwan","Taïwan","Taiwan","Taiwán","Taiwan","Taiwan","Taiwan","Tayvan","台湾","대만","Тайвань","تايوان","Taiwan","台湾","台灣"
"TID_TAJIKISTAN","Tajikistan","Tadjikistan","Tadschikistan","Tayikistán","Tagikistan","Tadzjikistan","Tadsjikistan","Tacikistan","タジキスタン","타자키스탄","Таджикистан","طاجيكستان","Tajiquistão","塔吉克斯坦","塔吉克"
"TID_TANZANIA","Tanzania","Tanzanie","Tansania","Tanzania","Tanzania","Tanzania","Tanzania","Tanzanya","タンザニア","탄자니아","Танзания","تنزانيا","Tanzânia","坦桑尼亚","坦尚尼亞"
"TID_THAILAND","Thailand","Thaïlande","Thailand","Tailandia","Thailandia","Thailand","Thailand","Tayland","タイ","태국","Таиланд","تايلاند","Tailândia","泰国","泰國"
"TID_TIMOR-LESTE","Timor-Leste","Timor oriental","Timor-Leste (Osttimor)","Timor Oriental","Timor Est","Oost-Timor","Øst-Timor","Doğu Timor","東チモール","동티모르","Восточный Тимор","تيمور الشرقية","Timor-Leste","东帝汶","東帝汶"
"TID_TOGO","Togo","Togo","Togo","Togo","Togo","Togo","Togo","Togo","トーゴ","토고","Того","توغو","Togo","多哥","多哥"
"TID_TOKELAU","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","トケラウ","토켈라우","Токелау","توكيلاو","Toquelau","托克劳群岛","托克勞"
"TID_TONGA","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","トンガ","통가","Тонга","تونغا","Tonga","汤加","東加"
"TID_TRINIDAD_AND_TOBAGO","Trinidad and Tobago","Trinité-et-Tobago","Trinidad und Tobago","Trinidad y Tobago","Trinidad e Tobago","Trinidad en Tobago","Trinidad og Tobago","Trinidad ve Tobago","トリニダード・トバゴ","트리니다드 토바고","Тринидад и Тобаго","ترينداد وتوباغو","Trinidad e Tobago","特立尼达和多巴哥","千里達及托巴哥"
"TID_TRISTAN_DA_CUNHA","Tristan da Cunha","Tristan da Cunha","Tristan da Cunha","Tristán de Acuña","Tristan da Cunha","Tristan da Cunha","Tristan da Cunha","Tristan da Cunha","トリスタンダクーニャ","트리스탄다쿠나","Тристан-да-Кунья","تريستان دا كونها","Tristão da Cunha","特里斯坦-达库尼亚群岛","崔斯坦達庫尼亞"
"TID_TUNISIA","Tunisia","Tunisie","Tunesien","Túnez","Tunisia","Tunesië","Tunisia","Tunus","チュニジア","튀니지","Тунис","تونس","Tunísia","突尼斯","突尼西亞"
"TID_TURKEY","Turkey","Turquie","Türkei","Turquía","Turchia","Turkije","Tyrkia","Türkiye","トルコ","터키","Турция","تركيا","Turquia","土耳其","土耳其"
"TID_TURKMENISTAN","Turkmenistan","Turkménistan","Turkmenistan","Turkmenistán","Turkmenistan","Turkmenistan","Turkmenistan","Türkmenistan","トルクメニスタン","투르크메니스탄","Туркменистан","تركمانستان","Turcomenistão","土库曼斯坦","土庫曼"
"TID_TURKS_AND_CAICOS_ISLANDS","Turks and Caicos Islands","Îles Turques-et-Caïques","Turks- und Caicosinseln","Islas Turcas y Caicos","Isole Turks e Caicos","Turks- en Caicoseilanden","Turks- og Caicosøyene","Turks ve Caicos Adaları","タークス・カイコス諸島","터크스카이코스제도","Теркс и Кайкос","جزر تركس وكايكوس","Ilhas Turks e Caicos","特克斯和凯科斯群岛","土克凱可群島"
"TID_TUVALU","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","ツバル","투발루","Тувалу","توفالو","Tuvalu","图瓦卢","吐瓦魯"
"TID_US_OUTLYING_ISLANDS","U.S. Outlying Islands","Îles mineures éloignées des États-Unis","Außeninseln der Vereinigten Staaten","Islas Ultramarinas Menores de EE. UU.","Isole Esterne degli Stati Uniti d'America","Verafgelegen eilandjes van de VS","USAs ytre småøyer","ABD Küçük Dış Adaları","合衆国領有小離島","미국 아웃라잉 제도","Внешние малые острова США","جزر الولايات المتحدة","Ilhas Distantes dos EUA","美国本土外岛屿","美國本土外小島嶼"
"TID_US_VIRGIN_ISLANDS","U.S. Virgin Islands","Îles Vierges américaines","Amerikanische Jungferninseln","Islas Vírgenes de los EE. UU.","Isole Vergini degli Stati Uniti d'America","Amerikaanse Maagdeneilanden","De amerikanske jomfruøyene","ABD Virjin Adaları","アメリカ領ヴァージン諸島","미국 버진 아일랜드","Виргинские Острова","جزر فيرجن الأمريكية","Ilhas Virgens dos EUA","美属维尔京群岛","美屬維京群島"
"TID_UGANDA","Uganda","Ouganda","Uganda","Uganda","Uganda","Uganda","Uganda","Uganda","ウガンダ","우간다","Уганда","أوغندا","Uganda","乌干达","烏干達"
"TID_UKRAINE","Ukraine","Ukraine","Ukraine","Ucrania","Ucraina","Oekraïne","Ukraina","Ukrayna","ウクライナ","우크라이나","Украина","أوكرانيا","Ucrânia","乌克兰","烏克蘭"
"TID_UNITED_ARAB_EMIRATES","United Arab Emirates","Émirats arabes unis","Vereinigte Arabische Emirate","Emiratos Árabes Unidos","Emirati Arabi Uniti","Verenigde Arabische Emiraten","De forente arabiske emirater","Birleşik Arap Emirlikleri","アラブ首長国連邦","아랍에미리트 연합","Объединённые Арабские Эмираты","الإمارات العربية المتحدة","Emirados Árabes Unidos","阿拉伯联合酋长国","阿拉伯聯合大公國"
"TID_UNITED_KINGDOM","United Kingdom","Royaume-Uni","Vereinigtes Königreich","Reino Unido","Regno Unito","Verenigd Koninkrijk","Storbritannia","Birleşik Krallık","イギリス","영국","Соединенное Королевство","المملكة المتحدة","Reino Unido","英国","英國"
"TID_UNITED_STATES","United States","États-Unis","Vereinigte Staaten","Estados Unidos","Stati Uniti d'America","Verenigde Staten","USA","Amerika Birleşik Devletleri","アメリカ合衆国","미국","Соединенное Штаты","الولايات المتحدة","Estados Unidos","美国","美國"
"TID_URUGUAY","Uruguay","Uruguay","Uruguay","Uruguay","Uruguay","Uruguay","Uruguay","Uruguay","ウルグアイ","우루과이","Уругвай","أورغواي","Uruguai","乌拉圭","烏拉圭"
"TID_UZBEKISTAN","Uzbekistan","Ouzbékistan","Usbekistan","Uzbekistán","Uzbekistan","Oezbekistan","Usbekistan","Özbekistan","ウズベキスタン","우즈베키스탄","Узбекистан","أوزبكستان","Uzbequistão","乌兹别克斯坦","烏茲別克"
"TID_VANUATU","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","バヌアツ","바누아투","Вануату","فانواتو","Vanuatu","瓦努阿图","萬那杜"
"TID_VATICAN_CITY","Vatican City","Vatican","Vatikanstadt","Ciudad del Vaticano","Città del Vaticano","Vaticaanstad","Vatikanstaten","Vatikan Şehri","バチカン市国","바티칸","Ватикан","مدينة الفاتيكان","Cidade do Vaticano","梵蒂冈城","梵蒂岡"
"TID_VENEZUELA","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezüela","ベネズエラ","베네수엘라","Венесуэла","فنزويلا","Venezuela","委内瑞拉","委內瑞拉"
"TID_VIETNAM","Vietnam","Viêt Nam","Vietnam","Vietnam","Vietnam","Vietnam","Vietnam","Vietnam","ベトナム","베트남","Вьетнам","فيتنام","Vietnã","越南","越南"
"TID_WALLIS_AND_FUTUNA","Wallis and Futuna","Wallis-et-Futuna","Wallis und Futuna","Wallis y Futuna","Wallis e Futuna","Wallis en Futuna","Wallis- og Futunaøyene","Wallis ve Futuna","ウォリス・フツナ","윌리스푸투나 제도","Уоллис и Футуна","واليس وفوتونا","Ilhas Wallis e Futuna","瓦利斯群岛和富图纳群岛","瓦利斯和富圖納"
"TID_WESTERN_SAHARA","Western Sahara","Sahara occidental","Westsahara","Sáhara Occidental","Sahara Occidentale","Westelijke Sahara","Vest-Sahara","Batı Sahra","西サハラ","서부 사하라","Западная Сахара","الصحراء الغربية","Saara Ocidental","西撒哈拉","西撒哈拉"
"TID_YEMEN","Yemen","Yémen","Jemen","Yemen","Yemen","Jemen","Jemen","Yemen","イエメン","예멘","Йемен","اليمن","Iêmen","也门","葉門"
"TID_ZAMBIA","Zambia","Zambie","Sambia","Zambia","Zambia","Zambia","Zambia","Zambiya","ザンビア","잠비아","Замбия","زامبيا","Zâmbia","赞比亚","尚比亞"
"TID_ZIMBABWE","Zimbabwe","Zimbabwe","Simbabwe","Zimbabue","Zimbabwe","Zimbabwe","Zimbabwe","Zimbabve","ジンバブエ","짐바브웨","Зимбабве","زيمبابوي","Zimbábue","津巴布韦","辛巴威"
"TID_UNLOCK_AT_ARENA","Cards to be found","Cartes à trouver","Zu findende Karten","Cartas por encontrar:","Carte da trovare","Nog te vinden kaarten","Kort å finne","Bulunacak kartlar","未アンロック","찾을 수 있는 카드","Предстоит найти","البطاقات المراد العثور عليها","Cartas a serem encontradas","待收集的卡牌","可以找到的卡片"
"TID_TOURNAMENT_MODE_INFO","Tournament Rules:\n- King level cap: <KING_LVL>\n- Common level cap: <COMMON_LVL>\n- Rare level cap: <RARE_LVL>\n- Epic level cap: <EPIC_LVL>\n- Legendary level cap: <LEGENDARY_LVL>\n- Overtime length: <OVERTIME>","Règlement des tournois :\n- Niveau max. du roi : <KING_LVL>\n- Niveau max. commun : <COMMON_LVL>\n- Niveau max. rare : <RARE_LVL>\n- Niveau max. épique : <EPIC_LVL>\n-Niveau max. légendaire : <LEGENDARY_LVL>\n- Durée du temps extra : <OVERTIME>","Turnierregeln:\n- Königslevel-Limit: <KING_LVL>\n- Gewöhnliches Levellimit: <COMMON_LVL>\n- Seltenes Levellimit: <RARE_LVL>\n- Episches Levellimit: <EPIC_LVL>\n- Legendäres Levellimit: <LEGENDARY_LVL>\n- Verlängerungsdauer: <OVERTIME>","Reglas del torneo:\n— Nivel máximo de la torre del rey: <KING_LVL>\n— Nivel máximo de las cartas comunes: <COMMON_LVL>\n— Nivel máximo de las cartas especiales: <RARE_LVL>\n— Nivel máximo de las cartas épicas: <EPIC_LVL>\n— Nivel máximo de las cartas legendarias: <LEGENDARY_LVL>\n— Tiempo extra: <OVERTIME>","Regole da torneo:\n- limite livello re: <KING_LVL>\n- limite livello comuni: <COMMON_LVL>\n- limite livello rare: <RARE_LVL>\n- limite livello epiche: <EPIC_LVL>\n- limite livello leggendarie: <LEGENDARY_LVL>\n- durata supplementari: <OVERTIME>","Toernooiregels:\n- Limiet koningslevel: <KING_LVL>\n- Limiet gewoon level: <COMMON_LVL>\n- Limiet zeldzaam level: <RARE_LVL>\n- Limiet episch level: <EPIC_LVL>\n- Limiet legendarisch level: <LEGENDARY_LVL>\n- Duur extra tijd: <OVERTIME>","Turneringsregler:\n- Nivågrense for konge: <KING_LVL>\n- Nivågrense for vanlige: <COMMON_LVL>\n- Nivågrense for sjeldne: <RARE_LVL>\n- Nivågrense for episke: <EPIC_LVL>\n- Nivågrense for legendariske: <LEGENDARY_LVL>\n- Lengde på overtid: <OVERTIME>","Turnuva Kuralları:\n- Kral seviye kapasitesi: <KING_LVL>\n- Sıradan seviye kapasitesi: <COMMON_LVL>\n- Ender seviye kapasitesi: <RARE_LVL>\n- Destansı seviye kapasitesi: <EPIC_LVL>\n- -Efsanevi seviye kapasitesi: <LEGENDARY_LVL>\nUzatma uzunluğu: <OVERTIME>","トーナメントルール：\n- キングのレベル制限： <KING_LVL>\n- ノーマルカードのレベル制限： <COMMON_LVL>\n- レアカードのレベル制限： <RARE_LVL>\n- スーパーレアカードのレベル制限： <EPIC_LVL>\n- ウルトラレアカードのレベル制限： <LEGENDARY_LVL>\n- 延長タイム： <OVERTIME>","토너먼트 규칙:\n- 왕 레벨 제한: <KING_LVL>\n- 일반 레벨 제한: <COMMON_LVL>\n- 희귀 레벨 제한: <RARE_LVL>\n- 영웅 레벨 제한: <EPIC_LVL>전설 레벨 제한: <LEGENDARY_LVL>\n- 추가 시간: <OVERTIME>","Правила турнира:\n- Уровень короля: <KING_LVL>\n- Уровень обычных: <COMMON_LVL>\n- Уровень редких: <RARE_LVL>\n- Уровень эпических: <EPIC_LVL>\n- Уровень легендарных: <LEGENDARY_LVL>\n- Доп. время: <OVERTIME>","قواعد البطولة:\n- قدرة مستوى ملك: <KING_LVL>\n- قدرة مستوى عادي: <COMMON_LVL>\n- قدرة مستوى نادر: <RARE_LVL>\n- قدرة مستوى ممتاز: <EPIC_LVL>\n-قدرة مستوى أسطوري: <LEGENDARY_LVL>\n- مدة الوقت الإضافي: <OVERTIME>","Regras de torneio:\n- Nível máx. do Rei: <KING_LVL>\n- Máx. de comuns: <COMMON_LVL>\n- Máx. de raras: <RARE_LVL>\n- Máx. de épicas: <EPIC_LVL>\n- Máx. de lendárias: <LEGENDARY_LVL>\n- Prorrogação: <OVERTIME>","锦标赛规则：\n- 国王等级上限：<KING_LVL>\n- 普通卡牌等级上限：<COMMON_LVL>\n- 稀有卡牌等级上限：<RARE_LVL>\n- 史诗卡牌等级上限：<EPIC_LVL>\n- 传奇卡牌等级上限：<LEGENDARY_LVL>\n- 加时赛长度：<OVERTIME>","競賽規則：\n- 國王等級上限：<KING_LVL>\n- 普通卡片等級上限：<COMMON_LVL>\n- 稀有卡片等級上限：<RARE_LVL>\n- 史詩卡片等級上限：<EPIC_LVL>\n- 傳說卡片等級上限：<LEGENDARY_LVL>\n- 延長賽時間：<OVERTIME>"
